log_id,student_id,job_id,match_score_train,skill_gap,verified_skills,years_exp,model_score,skill_score_feature
L005016,S0128,J031,0.3095,-1.08,3,1.7,0.3095,1.92
L005017,S0008,J033,0.8457,2.0,2,1.1,0.8457,5.0
L005018,S0011,J031,0.4156,-0.11,8,1.5,0.4156,2.89
L005019,S0286,J018,0.4526,-0.23,8,0.6,0.4526,2.77
L005020,S0262,J020,0.5088,0.43,7,0.4,0.5088,3.43
L005021,S0295,J011,0.3543,-0.72,8,2.5,0.3543,2.2800000000000002
L005022,S0262,J020,0.542,0.43,7,0.4,0.542,3.43
L005023,S0118,J021,0.1363,-2.23,4,0.0,0.1363,0.77
L005024,S0033,J042,0.5363,-0.03,3,1.8,0.5363,2.97
L005025,S0012,J010,0.7093,0.99,4,2.3,0.7093,3.99
L005026,S0163,J007,0.7197,1.6,6,1.8,0.7197,4.6
L005027,S0102,J016,0.5568,0.47,4,2.9,0.5568,3.4699999999999998
L005028,S0135,J008,0.3048,-1.43,5,0.4,0.3048,1.57
L005029,S0016,J041,0.2677,-1.62,4,0.7,0.2677,1.38
L005030,S0257,J022,0.3624,-0.8,4,0.0,0.3624,2.2
L005031,S0137,J007,0.6927,0.63,4,1.2,0.6927,3.63
L005032,S0023,J032,0.613,0.71,2,1.9,0.613,3.71
L005033,S0248,J027,0.3819,-0.38,7,1.2,0.3819,2.62
L005034,S0188,J028,0.4364,-0.53,5,1.4,0.4364,2.4699999999999998
L005035,S0295,J022,0.5999,0.38,8,2.5,0.5999,3.38
L005036,S0228,J012,0.6384,0.58,5,0.9,0.6384,3.58
L005037,S0080,J028,0.7005,1.04,7,0.6,0.7005,4.04
L005038,S0031,J005,0.1488,-1.85,3,2.7,0.1488,1.15
L005039,S0009,J045,0.209,-1.64,8,1.9,0.209,1.36
L005040,S0085,J048,0.2453,-1.02,3,2.2,0.2453,1.98
L005041,S0178,J026,0.708,1.11,5,1.8,0.708,4.11
L005042,S0295,J023,0.7115,1.08,8,2.5,0.7115,4.08
L005043,S0154,J025,0.5175,0.15,6,1.8,0.5175,3.15
L005044,S0063,J040,0.3613,-0.9,3,0.3,0.3613,2.1
L005045,S0172,J016,0.6053,-0.11,5,0.5,0.6053,2.89
L005046,S0289,J020,0.5002,-0.37,2,1.8,0.5002,2.63
L005047,S0254,J041,0.6605,0.95,4,1.8,0.6605,3.95
L005048,S0292,J047,0.3237,-0.64,3,1.3,0.3237,2.36
L005049,S0264,J040,0.5095,0.33,4,3.1,0.5095,3.33
L005050,S0123,J002,0.6435,0.69,3,1.2,0.6435,3.69
L005051,S0161,J006,0.5026,0.0,7,0.4,0.5026,3.0
L005052,S0160,J039,0.4518,0.05,2,1.5,0.4518,3.05
L005053,S0123,J029,0.6293,0.69,3,1.2,0.6293,3.69
L005054,S0029,J042,0.8739,1.41,5,3.5,0.8739,4.41
L005055,S0223,J042,0.5504,0.12,8,0.1,0.5504,3.12
L005056,S0005,J027,0.3226,-0.64,8,2.3,0.3226,2.36
L005057,S0061,J031,0.5779,0.16,2,1.2,0.5779,3.16
L005058,S0117,J049,0.5009,0.44,3,0.0,0.5009,3.44
L005059,S0123,J028,0.789,1.79,3,1.2,0.789,4.79
L005060,S0021,J031,0.528,-0.11,5,0.8,0.528,2.89
L005061,S0232,J005,0.4021,-0.33,3,2.1,0.4021,2.67
L005062,S0137,J049,0.7077,0.93,4,1.2,0.7077,3.93
L005063,S0284,J008,0.1066,-1.75,3,0.0,0.1066,1.25
L005064,S0157,J044,0.3137,-0.68,2,2.2,0.3137,2.32
L005065,S0245,J005,0.2622,-1.43,7,2.0,0.2622,1.57
L005066,S0073,J032,0.8244,1.78,3,1.9,0.8244,4.78
L005067,S0182,J040,0.635,0.65,8,0.9,0.635,3.65
L005068,S0015,J016,0.8291,2.06,2,2.0,0.8291,5.0600000000000005
L005069,S0093,J004,0.7033,0.73,8,1.2,0.7033,3.73
L005070,S0012,J024,0.7331,0.69,4,2.3,0.7331,3.69
L005071,S0289,J019,0.3661,-0.67,2,1.8,0.3661,2.33
L005072,S0041,J023,0.4979,0.01,7,1.5,0.4979,3.01
L005073,S0137,J043,0.3332,-1.07,4,1.2,0.3332,1.93
L005074,S0285,J035,0.551,0.15,2,1.2,0.551,3.15
L005075,S0133,J016,0.633,0.59,6,2.7,0.633,3.59
L005076,S0027,J000,0.4152,-0.71,6,1.3,0.4152,2.29
L005077,S0082,J033,0.5703,0.14,5,0.4,0.5703,3.14
L005078,S0226,J043,0.3252,-0.6,3,2.3,0.3252,2.4
L005079,S0162,J042,0.2652,-1.0,6,1.2,0.2652,2.0
L005080,S0037,J018,0.3303,-0.95,7,2.7,0.3303,2.05
L005081,S0026,J022,0.4929,-0.7,7,0.5,0.4929,2.3
L005082,S0127,J012,0.7332,0.54,2,2.3,0.7332,3.54
L005083,S0218,J010,0.4054,-0.4,6,2.8,0.4054,2.6
L005084,S0223,J020,0.5487,0.02,8,0.1,0.5487,3.02
L005085,S0279,J032,0.6631,0.57,8,2.1,0.6631,3.57
L005086,S0276,J027,0.3829,-0.38,3,1.5,0.3829,2.62
L005087,S0251,J001,0.5688,0.27,4,1.5,0.5688,3.27
L005088,S0087,J007,0.6183,0.73,3,1.3,0.6183,3.73
L005089,S0209,J029,0.4898,-0.16,8,1.6,0.4898,2.84
L005090,S0023,J013,0.4802,-0.09,2,1.9,0.4802,2.91
L005091,S0131,J005,0.4415,-0.68,4,1.6,0.4415,2.32
L005092,S0241,J033,0.6648,0.62,4,1.4,0.6648,3.62
L005093,S0151,J022,0.37,-1.11,3,0.2,0.37,1.89
L005094,S0243,J013,0.3269,-0.88,5,2.0,0.3269,2.12
L005095,S0074,J004,0.5407,-0.04,8,2.3,0.5407,2.96
L005096,S0112,J023,0.4734,0.16,2,1.5,0.4734,3.16
L005097,S0030,J010,0.5151,0.06,5,0.4,0.5151,3.06
L005098,S0066,J021,0.3177,-1.46,6,1.0,0.3177,1.54
L005099,S0180,J027,0.467,0.28,3,1.0,0.467,3.2800000000000002
L005100,S0115,J002,0.6049,0.56,8,1.5,0.6049,3.56
L005101,S0232,J041,0.4909,-0.13,3,2.1,0.4909,2.87
L005102,S0177,J002,0.6296,1.23,2,1.1,0.6296,4.23
L005103,S0283,J003,0.5898,0.31,6,2.5,0.5898,3.31
L005104,S0020,J029,0.5533,0.45,3,0.9,0.5533,3.45
L005105,S0186,J036,0.585,0.81,7,2.2,0.585,3.81
L005106,S0000,J042,0.8735,1.8,2,0.0,0.8735,4.8
L005107,S0223,J022,0.3429,-0.88,8,0.1,0.3429,2.12
L005108,S0171,J022,0.3284,-0.5,8,3.1,0.3284,2.5
L005109,S0274,J002,0.4816,-0.59,7,0.6,0.4816,2.41
L005110,S0134,J008,0.5758,-0.04,2,0.0,0.5758,2.96
L005111,S0128,J002,0.4387,-0.98,3,1.7,0.4387,2.02
L005112,S0069,J002,0.5217,0.29,4,1.6,0.5217,3.29
L005113,S0168,J007,0.8099,1.54,7,1.3,0.8099,4.54
L005114,S0041,J026,0.3874,-0.29,7,1.5,0.3874,2.71
L005115,S0253,J047,0.4572,-0.28,6,2.8,0.4572,2.7199999999999998
L005116,S0250,J038,0.7258,1.11,4,1.0,0.7258,4.11
L005117,S0048,J041,0.3922,-0.73,2,1.3,0.3922,2.27
L005118,S0043,J009,0.3686,-0.55,4,1.9,0.3686,2.45
L005119,S0105,J022,0.6809,0.8,5,0.0,0.6809,3.8
L005120,S0282,J013,0.4596,0.03,8,0.7,0.4596,3.03
L005121,S0080,J035,0.4644,0.34,7,0.6,0.4644,3.34
L005122,S0040,J038,0.7206,1.39,5,1.0,0.7206,4.39
L005123,S0151,J033,0.339,-0.51,3,0.2,0.339,2.49
L005124,S0299,J041,0.3379,-0.31,5,0.2,0.3379,2.69
L005125,S0295,J005,0.5342,0.08,8,2.5,0.5342,3.08
L005126,S0041,J030,0.2832,-1.79,7,1.5,0.2832,1.21
L005127,S0103,J040,0.6892,0.95,5,1.4,0.6892,3.95
L005128,S0175,J022,0.2983,-1.01,6,0.7,0.2983,1.99
L005129,S0168,J035,0.6831,0.94,7,1.3,0.6831,3.94
L005130,S0295,J033,0.7209,0.98,8,2.5,0.7209,3.98
L005131,S0125,J035,0.4215,-0.62,2,2.3,0.4215,2.38
L005132,S0169,J036,0.8289,1.74,3,2.1,0.8289,4.74
L005133,S0231,J043,0.2919,-1.16,6,1.0,0.2919,1.84
L005134,S0087,J001,0.421,-0.77,3,1.3,0.421,2.23
L005135,S0232,J032,0.5982,0.47,3,2.1,0.5982,3.4699999999999998
L005136,S0193,J001,0.6497,0.68,4,0.0,0.6497,3.68
L005137,S0216,J039,0.4495,-0.29,8,2.5,0.4495,2.71
L005138,S0230,J046,0.5728,0.1,7,0.9,0.5728,3.1
L005139,S0204,J000,0.479,-0.26,6,1.9,0.479,2.74
L005140,S0238,J003,0.6943,1.35,7,2.1,0.6943,4.35
L005141,S0201,J013,0.4529,-0.45,5,1.9,0.4529,2.55
L005142,S0164,J020,0.8201,1.65,2,2.0,0.8201,4.65
L005143,S0105,J030,0.3663,-0.3,5,0.0,0.3663,2.7
L005144,S0082,J036,0.4732,0.04,5,0.4,0.4732,3.04
L005145,S0243,J019,0.4949,0.02,5,2.0,0.4949,3.02
L005146,S0282,J026,0.6502,0.73,8,0.7,0.6502,3.73
L005147,S0048,J039,0.3403,-1.03,2,1.3,0.3403,1.97
L005148,S0132,J003,0.8102,1.62,8,1.5,0.8102,4.62
L005149,S0294,J030,0.1365,-2.11,8,0.3,0.1365,0.8900000000000001
L005150,S0236,J010,0.4039,-0.7,7,2.3,0.4039,2.3
L005151,S0232,J019,0.6373,0.57,3,2.1,0.6373,3.57
L005152,S0218,J044,0.4323,-1.0,6,2.8,0.4323,2.0
L005153,S0064,J004,0.6395,0.66,3,2.0,0.6395,3.66
L005154,S0040,J030,0.2014,-1.11,5,1.0,0.2014,1.89
L005155,S0021,J032,0.5087,0.49,5,0.8,0.5087,3.49
L005156,S0262,J015,0.4655,-0.17,7,0.4,0.4655,2.83
L005157,S0031,J032,0.3066,-1.05,3,2.7,0.3066,1.95
L005158,S0184,J028,0.7133,1.41,4,3.3,0.7133,4.41
L005159,S0049,J040,0.4689,-0.03,7,0.2,0.4689,2.97
L005160,S0237,J031,0.357,-0.8,4,1.6,0.357,2.2
L005161,S0070,J009,0.2877,-1.58,2,1.0,0.2877,1.42
L005162,S0029,J020,0.6782,1.31,5,3.5,0.6782,4.3100000000000005
L005163,S0230,J032,0.3747,-0.7,7,0.9,0.3747,2.3
L005164,S0001,J025,0.3972,-0.1,4,1.2,0.3972,2.9
L005165,S0251,J002,0.6929,0.77,4,1.5,0.6929,3.77
L005166,S0182,J023,0.675,0.85,8,0.9,0.675,3.85
L005167,S0193,J002,0.7857,1.18,4,0.0,0.7857,4.18
L005168,S0034,J006,0.8247,1.49,5,1.6,0.8247,4.49
L005169,S0226,J036,0.617,0.6,3,2.3,0.617,3.6
L005170,S0035,J039,0.1988,-1.74,3,1.9,0.1988,1.26
L005171,S0075,J020,0.8926,2.03,6,2.5,0.8926,5.029999999999999
L005172,S0227,J049,0.9387,2.13,8,2.7,0.9387,5.13
L005173,S0080,J036,0.6419,0.44,7,0.6,0.6419,3.44
L005174,S0078,J047,0.5325,-0.34,6,2.0,0.5325,2.66
L005175,S0082,J029,0.3495,-0.46,5,0.4,0.3495,2.54
L005176,S0013,J002,0.3025,-1.18,8,1.1,0.3025,1.82
L005177,S0056,J006,0.4036,-0.25,4,1.7,0.4036,2.75
L005178,S0211,J045,0.1987,-1.57,4,0.9,0.1987,1.43
L005179,S0188,J004,0.1854,-1.33,5,1.4,0.1854,1.67
L005180,S0145,J004,0.2356,-1.72,7,1.2,0.2356,1.28
L005181,S0045,J031,0.5056,-0.08,4,1.4,0.5056,2.92
L005182,S0253,J020,0.7381,1.02,6,2.8,0.7381,4.02
L005183,S0077,J011,0.2655,-0.83,7,2.0,0.2655,2.17
L005184,S0178,J028,0.7928,1.81,5,1.8,0.7928,4.8100000000000005
L005185,S0131,J039,0.4572,-0.78,4,1.6,0.4572,2.2199999999999998
L005186,S0101,J042,0.7195,1.11,5,1.3,0.7195,4.11
L005187,S0206,J038,0.8483,1.92,2,1.1,0.8483,4.92
L005188,S0050,J020,0.8282,1.79,2,0.8,0.8282,4.79
L005189,S0235,J005,0.478,-0.3,8,1.1,0.478,2.7
L005190,S0229,J047,0.3949,-0.71,5,1.7,0.3949,2.29
L005191,S0003,J037,0.0896,-2.53,7,1.5,0.0896,0.4700000000000002
L005192,S0207,J047,0.4392,-0.59,5,0.6,0.4392,2.41
L005193,S0204,J048,0.4018,-0.36,6,1.9,0.4018,2.64
L005194,S0143,J026,0.5884,0.12,8,2.9,0.5884,3.12
L005195,S0207,J008,0.4523,-0.59,5,0.6,0.4523,2.41
L005196,S0041,J031,0.4527,-0.79,7,1.5,0.4527,2.21
L005197,S0224,J013,0.2118,-1.37,7,1.4,0.2118,1.63
L005198,S0195,J010,0.3689,-0.1,8,2.6,0.3689,2.9
L005199,S0191,J003,0.4783,0.08,6,0.4,0.4783,3.08
L005200,S0228,J000,0.6317,0.68,5,0.9,0.6317,3.68
L005201,S0244,J031,0.7348,0.85,3,2.0,0.7348,3.85
L005202,S0011,J013,0.4554,-0.31,8,1.5,0.4554,2.69
L005203,S0104,J000,0.5341,0.3,7,1.3,0.5341,3.3
L005204,S0016,J018,0.1902,-1.62,4,0.7,0.1902,1.38
L005205,S0256,J022,0.4619,-0.5,6,2.5,0.4619,2.5
L005206,S0210,J036,0.5595,0.14,5,1.8,0.5595,3.14
L005207,S0260,J022,0.6204,0.94,3,1.5,0.6204,3.94
L005208,S0253,J018,0.4943,0.02,6,2.8,0.4943,3.02
L005209,S0104,J008,0.493,-0.1,7,1.3,0.493,2.9
L005210,S0143,J025,0.4947,0.02,8,2.9,0.4947,3.02
L005211,S0127,J023,0.7145,1.34,2,2.3,0.7145,4.34
L005212,S0264,J017,0.4518,-0.27,4,3.1,0.4518,2.73
L005213,S0263,J004,0.8308,1.62,2,1.5,0.8308,4.62
L005214,S0040,J015,0.5138,0.29,5,1.0,0.5138,3.29
L005215,S0009,J012,0.2339,-1.24,8,1.9,0.2339,1.76
L005216,S0154,J039,0.3072,-0.55,6,1.8,0.3072,2.45
L005217,S0094,J043,0.4369,-0.68,2,1.8,0.4369,2.32
L005218,S0106,J043,0.3139,-1.32,4,0.8,0.3139,1.68
L005219,S0007,J027,0.5288,0.17,8,1.7,0.5288,3.17
L005220,S0031,J010,0.1848,-1.65,3,2.7,0.1848,1.35
L005221,S0099,J020,0.963,2.61,5,1.3,0.963,5.609999999999999
L005222,S0243,J044,0.3751,-1.28,5,2.0,0.3751,1.72
L005223,S0258,J048,0.2762,-1.02,5,0.0,0.2762,1.98
L005224,S0272,J019,0.6578,1.18,8,0.2,0.6578,4.18
L005225,S0195,J041,0.3614,-0.1,8,2.6,0.3614,2.9
L005226,S0162,J048,0.1581,-2.1,6,1.2,0.1581,0.8999999999999999
L005227,S0188,J008,0.2022,-2.03,5,1.4,0.2022,0.9700000000000002
L005228,S0011,J016,0.7495,0.79,8,1.5,0.7495,3.79
L005229,S0215,J014,0.1085,-1.49,6,2.7,0.1085,1.51
L005230,S0198,J002,0.454,-0.04,4,1.8,0.454,2.96
L005231,S0183,J027,0.5759,0.6,2,0.8,0.5759,3.6
L005232,S0114,J044,0.3869,-1.1,7,1.4,0.3869,1.9
L005233,S0104,J002,0.5609,0.3,7,1.3,0.5609,3.3
L005234,S0169,J047,0.635,0.84,3,2.1,0.635,3.84
L005235,S0078,J002,0.5511,0.06,6,2.0,0.5511,3.06
L005236,S0250,J017,0.4349,-0.39,4,1.0,0.4349,2.61
L005237,S0203,J042,0.6692,0.76,6,1.0,0.6692,3.76
L005238,S0190,J046,0.7063,0.66,7,0.0,0.7063,3.66
L005239,S0026,J012,0.3203,-0.8,7,0.5,0.3203,2.2
L005240,S0259,J035,0.5662,-0.06,5,2.1,0.5662,2.94
L005241,S0166,J013,0.2547,-1.99,6,2.7,0.2547,1.01
L005242,S0180,J008,0.4504,0.08,3,1.0,0.4504,3.08
L005243,S0067,J019,0.5274,0.13,3,1.5,0.5274,3.13
L005244,S0017,J003,0.4266,0.08,2,2.3,0.4266,3.08
L005245,S0007,J028,0.7842,1.47,8,1.7,0.7842,4.47
L005246,S0146,J037,0.2238,-1.8,7,0.6,0.2238,1.2
L005247,S0293,J038,0.7126,1.42,6,1.8,0.7126,4.42
L005248,S0072,J037,0.3547,-0.91,3,2.8,0.3547,2.09
L005249,S0144,J027,0.5465,0.5,2,1.2,0.5465,3.5
L005250,S0023,J011,0.3613,-0.89,2,1.9,0.3613,2.11
L005251,S0085,J020,0.5093,-0.02,3,2.2,0.5093,2.98
L005252,S0138,J017,0.3931,-1.27,5,1.3,0.3931,1.73
L005253,S0127,J006,0.8533,2.14,2,2.3,0.8533,5.140000000000001
L005254,S0114,J002,0.4071,-0.4,7,1.4,0.4071,2.6
L005255,S0149,J036,0.6092,0.53,5,0.7,0.6092,3.5300000000000002
L005256,S0083,J019,0.3006,-0.95,5,0.9,0.3006,2.05
L005257,S0294,J028,0.499,0.09,8,0.3,0.499,3.09
L005258,S0006,J020,0.3828,-0.16,7,2.5,0.3828,2.84
L005259,S0096,J029,0.2985,-1.25,4,1.9,0.2985,1.75
L005260,S0121,J026,0.5218,-0.53,3,2.1,0.5218,2.4699999999999998
L005261,S0017,J041,0.2797,-1.32,2,2.3,0.2797,1.68
L005262,S0240,J047,0.4517,-0.4,4,1.5,0.4517,2.6
L005263,S0210,J029,0.4473,-0.36,5,1.8,0.4473,2.64
L005264,S0174,J036,0.4999,0.06,4,2.7,0.4999,3.06
L005265,S0276,J032,0.509,0.32,3,1.5,0.509,3.32
L005266,S0283,J009,0.3039,-0.99,6,2.5,0.3039,2.01
L005267,S0215,J044,0.4101,-0.49,6,2.7,0.4101,2.51
L005268,S0267,J013,0.4356,-0.4,6,1.1,0.4356,2.6
L005269,S0011,J035,0.6155,0.39,8,1.5,0.6155,3.39
L005270,S0035,J037,0.1644,-1.74,3,1.9,0.1644,1.26
L005271,S0104,J000,0.6309,0.3,7,1.3,0.6309,3.3
L005272,S0295,J032,0.6603,0.88,8,2.5,0.6603,3.88
L005273,S0265,J049,0.942,2.5,6,2.2,0.942,5.5
L005274,S0114,J020,0.6431,0.5,7,1.4,0.6431,3.5
L005275,S0109,J025,0.6251,0.73,2,2.6,0.6251,3.73
L005276,S0219,J018,0.5706,0.5,2,1.1,0.5706,3.5
L005277,S0287,J021,0.0812,-2.15,3,2.1,0.0812,0.8500000000000001
L005278,S0090,J031,0.5853,0.09,2,1.6,0.5853,3.09
L005279,S0132,J029,0.5293,0.32,8,1.5,0.5293,3.32
L005280,S0161,J036,0.3361,-1.0,7,0.4,0.3361,2.0
L005281,S0121,J028,0.487,0.17,3,2.1,0.487,3.17
L005282,S0008,J040,0.8061,1.9,2,1.1,0.8061,4.9
L005283,S0123,J028,0.7843,1.79,3,1.2,0.7843,4.79
L005284,S0246,J006,0.4021,-0.39,6,2.7,0.4021,2.61
L005285,S0289,J037,0.1889,-1.67,2,1.8,0.1889,1.33
L005286,S0209,J027,0.3841,-0.36,8,1.6,0.3841,2.64
L005287,S0222,J023,0.5606,0.53,4,1.2,0.5606,3.5300000000000002
L005288,S0153,J018,0.5355,0.06,8,1.6,0.5355,3.06
L005289,S0208,J036,0.6383,0.5,6,0.6,0.6383,3.5
L005290,S0079,J024,0.2789,-1.3,8,1.9,0.2789,1.7
L005291,S0250,J042,0.6581,0.71,4,1.0,0.6581,3.71
L005292,S0272,J033,0.701,1.18,8,0.2,0.701,4.18
L005293,S0114,J000,0.3904,-0.4,7,1.4,0.3904,2.6
L005294,S0141,J031,0.3415,-0.58,3,0.8,0.3415,2.42
L005295,S0033,J036,0.4805,-0.53,3,1.8,0.4805,2.4699999999999998
L005296,S0136,J016,0.7456,0.59,8,0.6,0.7456,3.59
L005297,S0126,J026,0.421,0.15,4,1.6,0.421,3.15
L005298,S0283,J027,0.2668,-1.19,6,2.5,0.2668,1.81
L005299,S0067,J005,0.3476,-0.77,3,1.5,0.3476,2.23
L005300,S0044,J015,0.5723,0.13,7,2.7,0.5723,3.13
L005301,S0097,J035,0.6926,0.87,5,1.5,0.6926,3.87
L005302,S0019,J007,0.6747,0.38,4,1.6,0.6747,3.38
L005303,S0128,J035,0.4438,-0.58,3,1.7,0.4438,2.42
L005304,S0052,J017,0.0447,-2.23,2,2.6,0.0447,0.77
L005305,S0089,J049,0.439,-0.19,3,1.3,0.439,2.81
L005306,S0214,J012,0.1847,-1.3,2,2.0,0.1847,1.7
L005307,S0049,J016,0.5645,0.27,7,0.2,0.5645,3.27
L005308,S0233,J034,0.5618,0.14,4,1.5,0.5618,3.14
L005309,S0251,J035,0.7388,1.17,4,1.5,0.7388,4.17
L005310,S0087,J042,0.6116,0.73,3,1.3,0.6116,3.73
L005311,S0068,J027,0.3871,-0.51,6,2.1,0.3871,2.49
L005312,S0102,J009,0.4343,-0.33,4,2.9,0.4343,2.67
L005313,S0112,J043,0.3151,-1.24,2,1.5,0.3151,1.76
L005314,S0184,J024,0.4471,-0.09,4,3.3,0.4471,2.91
L005315,S0189,J040,0.4926,0.37,3,0.9,0.4926,3.37
L005316,S0151,J006,0.5527,0.39,3,0.2,0.5527,3.39
L005317,S0188,J039,0.1882,-2.03,5,1.4,0.1882,0.9700000000000002
L005318,S0024,J046,0.6296,0.64,7,0.7,0.6296,3.64
L005319,S0242,J012,0.1931,-1.21,8,0.8,0.1931,1.79
L005320,S0029,J046,0.7998,1.71,5,3.5,0.7998,4.71
L005321,S0272,J036,0.6842,1.08,8,0.2,0.6842,4.08
L005322,S0291,J022,0.52,-0.67,3,3.0,0.52,2.33
L005323,S0221,J033,0.6993,1.22,5,1.6,0.6993,4.22
L005324,S0020,J041,0.4461,0.35,3,0.9,0.4461,3.35
L005325,S0087,J022,0.4635,-0.27,3,1.3,0.4635,2.73
L005326,S0130,J029,0.4724,0.25,2,2.1,0.4724,3.25
L005327,S0025,J034,0.7695,1.32,7,1.9,0.7695,4.32
L005328,S0077,J010,0.494,0.17,7,2.0,0.494,3.17
L005329,S0063,J036,0.4007,-0.9,3,0.3,0.4007,2.1
L005330,S0204,J048,0.3996,-0.36,6,1.9,0.3996,2.64
L005331,S0258,J005,0.2288,-1.22,5,0.0,0.2288,1.78
L005332,S0094,J012,0.4834,-0.08,2,1.8,0.4834,2.92
L005333,S0097,J004,0.6073,0.77,5,1.5,0.6073,3.77
L005334,S0149,J013,0.37,-0.27,5,0.7,0.37,2.73
L005335,S0207,J032,0.5419,0.31,5,0.6,0.5419,3.31
L005336,S0199,J010,0.2574,-1.17,7,2.1,0.2574,1.83
L005337,S0105,J021,0.3735,-0.6,5,0.0,0.3735,2.4
L005338,S0073,J049,0.9403,2.58,3,1.9,0.9403,5.58
L005339,S0033,J025,0.3783,-0.73,3,1.8,0.3783,2.27
L005340,S0209,J013,0.3263,-0.46,8,1.6,0.3263,2.54
L005341,S0016,J035,0.3064,-1.12,4,0.7,0.3064,1.88
L005342,S0169,J038,0.9855,2.64,3,2.1,0.9855,5.640000000000001
L005343,S0266,J029,0.5024,-0.27,2,1.6,0.5024,2.73
L005344,S0231,J039,0.4305,-0.86,6,1.0,0.4305,2.14
L005345,S0003,J043,0.0315,-2.83,7,1.5,0.0315,0.16999999999999993
L005346,S0075,J000,0.7291,1.13,6,2.5,0.7291,4.13
L005347,S0203,J015,0.4836,0.06,6,1.0,0.4836,3.06
L005348,S0083,J025,0.4198,-1.25,5,0.9,0.4198,1.75
L005349,S0022,J039,0.1991,-2.02,4,1.1,0.1991,0.98
L005350,S0199,J034,0.4321,-0.57,7,2.1,0.4321,2.43
L005351,S0036,J005,0.4049,-0.14,2,1.4,0.4049,2.86
L005352,S0001,J041,0.4365,-0.5,4,1.2,0.4365,2.5
L005353,S0136,J029,0.435,-0.21,8,0.6,0.435,2.79
L005354,S0267,J027,0.4633,-0.3,6,1.1,0.4633,2.7
L005355,S0202,J005,0.1272,-1.54,4,2.1,0.1272,1.46
L005356,S0228,J023,0.7264,1.38,5,0.9,0.7264,4.38
L005357,S0158,J045,0.4548,-0.57,8,0.9,0.4548,2.43
L005358,S0075,J047,0.5324,0.73,6,2.5,0.5324,3.73
L005359,S0132,J000,0.5508,0.32,8,1.5,0.5508,3.32
L005360,S0288,J045,0.5298,-0.04,7,1.0,0.5298,2.96
L005361,S0108,J014,0.0669,-2.28,4,1.0,0.0669,0.7200000000000002
L005362,S0248,J027,0.3795,-0.38,7,1.2,0.3795,2.62
L005363,S0276,J023,0.6456,0.52,3,1.5,0.6456,3.52
L005364,S0233,J018,0.4261,-0.46,4,1.5,0.4261,2.54
L005365,S0132,J044,0.4332,-0.38,8,1.5,0.4332,2.62
L005366,S0199,J006,0.5175,0.43,7,2.1,0.5175,3.43
L005367,S0229,J041,0.4244,-0.41,5,1.7,0.4244,2.59
L005368,S0000,J021,0.39,-0.6,2,0.0,0.39,2.4
L005369,S0095,J013,0.3208,-1.07,7,0.7,0.3208,1.93
L005370,S0292,J043,0.4093,-0.94,3,1.3,0.4093,2.06
L005371,S0243,J038,0.6414,0.82,5,2.0,0.6414,3.82
L005372,S0114,J030,0.2027,-1.5,7,1.4,0.2027,1.5
L005373,S0256,J030,0.1657,-1.6,6,2.5,0.1657,1.4
L005374,S0057,J047,0.304,-0.85,2,1.4,0.304,2.15
L005375,S0159,J028,0.8249,1.52,4,2.0,0.8249,4.52
L005376,S0027,J014,0.0547,-2.41,6,1.3,0.0547,0.5899999999999999
L005377,S0116,J044,0.0,-2.7,3,2.9,0.0,0.2999999999999998
L005378,S0270,J007,0.8244,1.48,4,1.7,0.8244,4.48
L005379,S0028,J015,0.649,0.53,4,1.6,0.649,3.5300000000000002
L005380,S0298,J040,0.3924,-1.27,8,1.5,0.3924,1.73
L005381,S0181,J000,0.5539,0.31,3,1.0,0.5539,3.31
L005382,S0161,J020,0.4517,-0.6,7,0.4,0.4517,2.4
L005383,S0168,J039,0.5679,0.14,7,1.3,0.5679,3.14
L005384,S0263,J027,0.6124,1.12,2,1.5,0.6124,4.12
L005385,S0229,J013,0.3771,-0.61,5,1.7,0.3771,2.39
L005386,S0161,J032,0.2943,-1.0,7,0.4,0.2943,2.0
L005387,S0271,J033,0.5483,-0.17,2,2.2,0.5483,2.83
L005388,S0034,J020,0.639,0.89,5,1.6,0.639,3.89
L005389,S0186,J022,0.478,0.31,7,2.2,0.478,3.31
L005390,S0177,J011,0.5037,0.13,2,1.1,0.5037,3.13
L005391,S0174,J031,0.4083,-0.54,4,2.7,0.4083,2.46
L005392,S0232,J028,0.7344,1.07,3,2.1,0.7344,4.07
L005393,S0298,J004,0.1983,-1.47,8,1.5,0.1983,1.53
L005394,S0180,J024,0.559,0.08,3,1.0,0.559,3.08
L005395,S0094,J045,0.3735,-0.48,2,1.8,0.3735,2.52
L005396,S0062,J035,0.6191,0.62,4,0.4,0.6191,3.62
L005397,S0272,J049,0.8163,1.88,8,0.2,0.8163,4.88
L005398,S0097,J014,0.3171,-1.23,5,1.5,0.3171,1.77
L005399,S0162,J003,0.2668,-0.7,6,1.2,0.2668,2.3
L005400,S0241,J048,0.4947,-0.08,4,1.4,0.4947,2.92
L005401,S0122,J043,0.3505,-1.06,3,1.9,0.3505,1.94
L005402,S0078,J032,0.6217,0.56,6,2.0,0.6217,3.56
L005403,S0211,J003,0.489,0.23,4,0.9,0.489,3.23
L005404,S0252,J023,0.2155,-1.64,3,1.0,0.2155,1.36
L005405,S0015,J015,0.8265,1.56,2,2.0,0.8265,4.5600000000000005
L005406,S0081,J031,0.6756,0.67,4,2.1,0.6756,3.67
