log_id,student_id,job_id,match_score_served,skill_score_served,skill_gap,verified_skills,years_exp,skew
L004854,S0172,J042,0.6283,2.356,0.09,5,0.5,0.1312
L004855,S0238,J022,0.5206,3.256,0.05,7,2.1,0.0119
L004856,S0048,J049,0.6707,2.572,0.67,2,1.3,0.0035
L004857,S0233,J029,0.423,2.84,-0.36,4,1.5,0.0
L004858,S0124,J010,0.4763,2.821,-0.5,8,2.3,0.0429
L004859,S0058,J020,0.6558,2.803,0.47,3,1.8,0.067
L004860,S0075,J044,0.6352,4.363,0.43,6,2.5,0.0665
L004861,S0277,J028,0.8827,3.293,1.12,7,0.0,0.1463
L004862,S0271,J041,0.4823,2.477,-0.87,2,2.2,0.0937
L004863,S0227,J039,0.7183,4.078,0.43,8,2.7,0.0958
L004864,S0208,J010,0.4953,3.2,-0.1,6,0.6,0.0
L004865,S0191,J023,0.4805,2.012,-0.52,6,0.4,0.063
L004866,S0088,J006,0.5229,1.681,-0.06,4,0.6,0.083
L004867,S0260,J014,0.4997,4.172,-0.76,3,1.5,0.0642
L004868,S0017,J047,0.3118,2.059,-1.62,2,2.3,0.158
L004869,S0154,J019,0.7277,3.11,0.45,6,1.8,0.1208
L004870,S0059,J020,0.7622,2.884,0.55,8,1.5,0.0675
L004871,S0150,J049,0.8447,3.65,1.71,7,1.4,0.0793
L004872,S0068,J016,0.7339,2.938,0.49,6,2.1,0.096
L004873,S0239,J048,0.506,2.732,-0.62,7,1.1,0.1039
L004874,S0285,J000,0.5319,2.992,-0.25,2,1.2,0.0831
L004875,S0217,J035,0.4011,1.626,-1.23,7,0.7,0.1126
L004876,S0079,J045,0.2898,2.325,-1.4,8,1.9,0.0507
L004877,S0057,J039,0.463,2.789,-0.85,2,1.4,0.0783
L004878,S0160,J015,0.7772,3.7,0.75,2,1.5,0.1007
L004879,S0292,J027,0.3765,2.988,-0.44,3,1.3,0.0567
L004880,S0219,J003,0.9633,3.873,1.9,2,1.1,0.1461
L004881,S0154,J013,0.5596,3.093,-0.45,6,1.8,0.0859
L004882,S0084,J007,0.7539,3.04,0.79,7,2.5,0.0996
L004883,S0278,J046,0.7481,3.01,1.11,8,2.0,0.0
L004884,S0264,J028,0.7219,3.03,0.93,4,3.1,0.0
L004885,S0130,J048,0.5353,3.475,0.15,2,2.1,0.0498
L004886,S0234,J023,0.5842,2.562,0.04,4,2.9,0.0437
L004887,S0230,J047,0.2926,2.053,-1.6,7,0.9,0.1051
L004888,S0004,J022,0.2573,2.121,-1.13,4,1.5,0.1024
L004889,S0124,J043,0.2386,2.835,-1.1,8,2.3,0.0702
L004890,S0038,J026,0.4435,2.014,-0.83,4,1.1,0.0878
L004891,S0020,J026,0.7942,3.702,0.85,3,0.9,0.1032
L004892,S0178,J013,0.6094,3.938,0.41,5,1.8,0.0567
L004893,S0069,J011,0.5148,3.525,-0.81,4,1.6,0.0701
L004894,S0214,J015,0.4422,2.042,-0.9,2,2.0,0.0832
L004895,S0215,J036,0.7299,3.45,0.71,6,2.7,0.0804
L004896,S0058,J033,0.6438,2.818,0.17,3,1.8,0.0967
L004897,S0189,J003,0.8111,3.112,1.17,3,0.9,0.0842
L004898,S0120,J029,0.434,2.274,-0.97,8,1.5,0.0879
L004899,S0096,J049,0.5183,1.992,0.05,4,1.9,0.0848
L004900,S0109,J006,0.9847,3.702,1.93,2,2.6,0.1431
L004901,S0045,J028,0.8243,3.259,1.12,4,1.4,0.0777
L004902,S0183,J019,0.8291,4.034,1.4,2,0.8,0.0684
L004903,S0083,J006,0.4623,1.65,-0.05,5,0.9,0.0
L004904,S0095,J009,0.4811,2.461,-0.77,7,0.7,0.0622
L004905,S0079,J002,0.4014,2.346,-0.9,8,1.9,0.0919
L004906,S0251,J024,0.7251,4.014,0.37,4,1.5,0.0887
L004907,S0099,J025,0.8856,4.965,2.01,5,1.3,0.1098
L004908,S0014,J010,0.4847,3.2,-0.1,6,2.1,0.0
L004909,S0248,J027,0.4513,3.02,-0.38,7,1.2,0.0
L004910,S0024,J035,0.5532,2.56,-0.26,7,0.7,0.0405
L004911,S0141,J005,0.4944,2.764,-0.78,3,0.8,0.0884
L004912,S0145,J000,0.1253,1.18,-2.02,7,1.2,0.0
L004913,S0060,J031,0.3593,2.11,-1.19,7,1.6,0.0
L004914,S0227,J017,0.7176,4.03,0.73,8,2.7,0.0
L004915,S0037,J009,0.3384,2.35,-0.85,7,2.7,0.0
L004916,S0132,J026,0.725,3.558,0.72,8,1.5,0.0753
L004917,S0285,J032,0.4398,2.95,0.25,2,1.2,0.0
L004918,S0092,J010,0.2153,0.996,-2.35,2,2.4,0.0911
L004919,S0130,J002,0.6659,3.482,0.25,2,2.1,0.0648
L004920,S0097,J037,0.5962,3.703,0.07,5,1.5,0.0669
L004921,S0249,J047,0.448,3.059,-0.58,8,1.8,0.0774
L004922,S0199,J006,0.6828,2.179,0.43,7,2.1,0.0978
L004923,S0150,J026,0.7203,3.64,0.81,7,1.4,0.0595
L004924,S0141,J045,0.3334,2.758,-0.98,3,0.8,0.0751
L004925,S0165,J027,0.3349,2.18,-1.22,7,1.4,0.0
L004926,S0222,J001,0.4165,3.03,-0.67,4,1.2,0.0
L004927,S0083,J024,0.1444,1.646,-1.95,5,0.9,-0.0088
L004928,S0144,J035,0.6956,3.947,1.1,2,1.2,0.0935
L004929,S0152,J031,0.3262,2.127,-1.2,7,0.9,0.0546
L004930,S0184,J037,0.5413,3.539,-0.09,4,3.3,0.058
L004931,S0105,J027,0.7335,4.037,0.6,5,0.0,0.0748
L004932,S0266,J003,0.8884,2.99,1.03,2,1.6,0.1207
L004933,S0127,J021,0.4195,3.888,-0.76,2,2.3,0.096
L004934,S0017,J040,0.3021,1.98,-0.72,2,2.3,0.0
L004935,S0085,J030,0.1161,2.28,-2.02,3,2.2,0.0
L004936,S0257,J004,0.5291,2.441,-0.5,4,0.0,0.082
L004937,S0028,J004,0.6716,3.455,0.53,4,1.6,0.0495
L004938,S0275,J031,0.6416,3.784,0.43,3,0.7,0.1076
L004939,S0042,J025,0.7822,4.205,1.26,7,0.6,0.0891
L004940,S0208,J039,0.5036,3.232,-0.4,6,0.6,0.0639
L004941,S0154,J048,0.4515,3.05,-0.25,6,1.8,0.0
L004942,S0012,J038,1.0,4.33,2.49,4,2.3,0.0791
L004943,S0039,J024,0.5819,3.596,-0.03,6,2.4,0.0526
L004944,S0142,J048,0.326,2.208,-1.12,7,3.5,0.0564
L004945,S0097,J014,0.3069,3.675,-1.23,5,1.5,0.0109
L004946,S0000,J001,0.52,4.025,0.3,2,0.0,0.0507
L004947,S0183,J042,1.0,4.05,1.8,2,0.8,0.1006
L004948,S0027,J010,0.2503,2.49,-0.81,6,1.3,0.0
L004949,S0100,J041,0.5136,3.361,0.04,5,1.4,0.0428
L004950,S0073,J017,0.8542,4.507,1.18,3,1.9,0.0533
L004951,S0090,J013,0.6261,3.438,-0.11,2,1.6,0.0966
L004952,S0170,J008,0.5278,3.46,-0.19,3,3.0,0.1008
L004953,S0276,J039,0.3781,3.056,-0.58,3,1.5,0.0727
L004954,S0273,J025,0.5295,2.747,-0.19,4,1.0,0.074
L004955,S0101,J035,0.6276,3.342,0.51,5,1.3,0.0632
L004956,S0233,J020,0.6933,2.888,0.54,4,1.5,0.0967
L004957,S0113,J036,0.6864,3.301,0.55,5,1.5,0.1024
L004958,S0107,J048,0.3341,2.65,-0.65,2,1.3,0.0
L004959,S0209,J031,0.5587,3.078,-0.26,8,1.6,0.0755
L004960,S0238,J022,0.5855,3.293,0.05,7,2.1,0.0857
L004961,S0002,J018,0.6562,3.368,-0.01,4,0.0,0.1569
L004962,S0256,J005,0.3358,2.7,-0.8,6,2.5,0.0
L004963,S0124,J000,0.5524,2.852,-0.4,8,2.3,0.1049
L004964,S0133,J007,0.7478,3.029,0.79,6,2.7,0.0778
L004965,S0171,J014,0.0687,2.7,-2.2,8,3.1,0.0
L004966,S0172,J030,0.1819,2.29,-2.01,5,0.5,0.0
L004967,S0213,J029,0.3799,2.432,-0.8,3,2.0,0.0637
L004968,S0268,J026,0.7077,3.335,0.49,7,1.2,0.0899
L004969,S0137,J044,0.3048,2.855,-1.07,4,1.2,0.0499
L004970,S0251,J004,0.7494,4.006,1.07,4,1.5,0.0719
L004971,S0187,J002,0.5482,3.309,0.07,2,1.1,0.0778
L004972,S0239,J016,0.6131,2.714,0.28,7,1.1,0.0681
L004973,S0165,J024,0.3683,2.195,-1.42,7,1.4,0.0302
L004974,S0065,J029,0.854,4.692,1.44,7,1.3,0.105
L004975,S0251,J048,0.7631,4.027,0.67,4,1.5,0.1146
L004976,S0021,J018,0.513,3.19,-0.11,5,0.8,0.0
L004977,S0002,J047,0.4593,3.29,-0.31,4,0.0,0.0
L004978,S0055,J023,0.5404,2.716,0.18,8,2.6,0.0728
L004979,S0252,J041,0.2399,0.95,-2.44,3,1.0,0.1805
L004980,S0296,J045,0.4511,3.092,-0.65,7,0.9,0.0839
L004981,S0271,J013,0.3951,2.43,-1.07,2,2.2,0.0
L004982,S0151,J000,0.38,2.128,-1.11,3,0.2,0.0761
L004983,S0100,J044,0.4956,3.37,-0.56,5,1.4,0.0598
L004984,S0273,J009,0.6297,2.754,-0.49,4,1.0,0.0875
L004985,S0113,J028,0.7807,3.273,1.15,5,1.5,0.0468
L004986,S0062,J006,0.8727,3.435,1.72,4,0.4,0.0295
L004987,S0049,J047,0.4669,2.685,-0.93,7,0.2,0.0308
L004988,S0184,J002,0.6942,3.578,0.31,4,3.3,0.1356
L004989,S0069,J011,0.2957,3.49,-0.81,4,1.6,0.0
L004990,S0115,J005,0.5696,3.76,0.26,8,1.5,0.0
L004991,S0210,J037,0.5356,2.886,-0.76,5,1.8,0.092
L004992,S0084,J035,0.6039,3.01,0.19,7,2.5,0.0392
L004993,S0055,J004,0.5246,2.711,-0.22,8,2.6,0.0613
L004994,S0213,J020,0.6389,2.435,0.1,3,2.0,0.0696
L004995,S0291,J033,0.6882,2.604,-0.07,3,3.0,0.1479
L004996,S0266,J043,0.3581,2.955,-0.97,2,1.6,0.0492
L004997,S0193,J014,0.4794,4.418,-0.52,4,0.0,0.0753
L004998,S0090,J038,0.7339,3.381,1.59,2,1.6,-0.0177
L004999,S0077,J007,0.8164,3.504,1.27,7,2.0,0.0678
L005000,S0029,J034,0.7216,3.652,0.91,5,3.5,0.0838
L005001,S0299,J012,0.4435,3.001,-0.31,5,0.2,0.0225
L005002,S0057,J049,0.6106,2.783,0.85,2,1.4,0.0658
L005003,S0131,J003,0.7417,2.82,0.92,4,1.6,0.0
L005004,S0147,J008,0.2712,2.279,-1.34,7,0.0,0.038
L005005,S0295,J036,0.6847,3.615,0.88,8,2.5,0.0696
L005006,S0060,J041,0.3374,2.11,-1.19,7,1.6,0.0
L005007,S0295,J000,0.6691,3.617,0.38,8,2.5,0.0747
L005008,S0282,J021,0.3895,3.555,-1.07,8,0.7,0.0494
L005009,S0158,J016,0.5751,3.178,0.73,8,0.9,0.096
L005010,S0141,J021,0.2202,2.754,-1.88,3,0.8,0.0677
L005011,S0065,J037,0.7267,4.64,1.04,7,1.3,0.0
L005012,S0182,J028,0.7596,3.393,1.25,8,0.9,0.0856
L005013,S0075,J006,0.9996,4.33,2.63,6,2.5,0.0
L005014,S0274,J024,0.4081,2.649,-0.99,7,0.6,0.078
L005015,S0285,J007,0.7383,2.999,0.75,2,1.2,0.0975
L005016,S0270,J009,0.6006,3.702,0.48,4,1.7,0.0443
L005017,S0251,J006,0.9088,3.97,2.27,4,1.5,0.0
L005018,S0149,J015,0.6212,3.269,0.33,5,0.7,0.0774
L005019,S0173,J008,0.5446,3.045,-0.59,5,0.8,0.0708
L005020,S0136,J034,0.5913,3.019,0.29,8,0.6,0.0577
L005021,S0126,J020,0.7765,2.986,0.65,4,1.6,0.0713
L005022,S0045,J036,0.598,3.255,0.52,4,1.4,0.0701
L005023,S0120,J015,0.3795,2.23,-0.67,8,1.5,0.0
L005024,S0246,J035,0.2914,1.357,-1.49,6,2.7,0.0944
L005025,S0146,J003,0.6263,1.838,-0.1,7,0.6,0.0765
L005026,S0280,J014,0.2635,3.34,-1.56,7,1.3,0.0
L005027,S0144,J001,0.5326,3.911,0.2,2,1.2,0.0226
L005028,S0284,J034,0.5438,1.907,-0.85,3,0.0,0.1147
L005029,S0140,J030,0.3665,3.574,-0.75,6,0.7,0.0482
L005030,S0218,J031,0.5891,2.969,-0.4,6,2.8,0.1385
L005031,S0037,J039,0.2603,2.35,-1.25,7,2.7,0.0
L005032,S0253,J014,0.3014,3.355,-1.58,6,2.8,0.0708
L005033,S0095,J035,0.4259,2.474,-0.37,7,0.7,0.0886
L005034,S0064,J001,0.5452,3.604,-0.14,3,2.0,0.0883
L005035,S0283,J004,0.3511,2.21,-0.69,6,2.5,0.0
L005036,S0249,J030,0.3918,3.074,-1.28,8,1.8,0.1087
L005037,S0248,J031,0.5564,3.041,-0.28,7,1.2,0.0424
L005038,S0263,J033,0.9659,4.556,1.92,2,1.5,0.0722
L005039,S0268,J008,0.6937,3.343,-0.31,7,1.2,0.105
L005040,S0087,J027,0.6456,2.977,-0.47,3,1.3,0.0937
L005041,S0018,J011,0.3023,2.715,-1.64,8,2.1,0.1097
L005042,S0169,J022,0.6445,4.44,1.24,3,2.1,0.0
L005043,S0106,J024,0.4302,2.625,-1.02,4,0.8,0.0904
L005044,S0064,J022,0.6433,3.59,0.36,3,2.0,0.0605
L005045,S0002,J024,0.4448,3.331,-0.31,4,0.0,0.082
L005046,S0176,J040,1.0,4.692,1.94,7,0.4,0.1033
L005047,S0016,J010,0.2705,1.727,-1.62,4,0.7,0.0941
L005048,S0145,J009,0.2763,1.245,-2.02,7,1.2,0.1308
L005049,S0057,J030,0.162,2.75,-1.55,2,1.4,0.0
L005050,S0187,J002,0.5677,3.329,0.07,2,1.1,0.1188
L005051,S0054,J002,0.8227,5.028,1.8,6,1.0,0.0569
L005052,S0238,J043,0.4383,3.311,-0.65,7,2.1,0.1224
L005053,S0008,J046,1.0,4.617,2.7,2,1.1,0.0337
L005054,S0034,J033,0.6019,3.219,0.59,5,1.6,0.0581
L005055,S0150,J020,0.8567,3.648,1.31,7,1.4,0.0761
L005056,S0236,J008,0.4473,2.66,-1.0,7,2.3,0.1205
L005057,S0262,J041,0.5009,2.752,-0.57,7,0.4,0.0437
L005058,S0259,J003,0.6143,2.74,0.84,5,2.1,0.0
L005059,S0003,J023,0.2909,1.121,-1.43,7,1.5,0.1014
L005060,S0198,J042,0.6711,3.16,0.96,4,1.8,0.0
L005061,S0016,J009,0.3996,1.725,-1.52,4,0.7,0.0902
L005062,S0128,J013,0.3439,2.253,-1.28,3,1.7,0.0654
L005063,S0270,J010,0.6555,3.736,0.38,4,1.7,0.1122
L005064,S0139,J041,0.2148,1.75,-1.55,5,0.3,0.0
L005065,S0217,J034,0.3107,1.59,-1.13,7,0.7,0.0396
L005066,S0185,J044,0.5495,3.637,-0.31,5,1.7,0.0932
L005067,S0172,J029,0.3367,2.323,-0.91,5,0.5,0.0661
L005068,S0192,J009,0.7616,4.389,1.15,5,0.1,0.0787
L005069,S0113,J019,0.6538,3.274,0.65,5,1.5,0.0478
L005070,S0066,J028,0.5703,3.14,1.04,6,1.0,0.0
L005071,S0165,J028,0.6245,2.248,0.08,7,1.4,0.1369
L005072,S0235,J027,0.6078,3.232,-0.2,8,1.1,0.0632
L005073,S0092,J029,0.1155,0.95,-2.25,2,2.4,0.0
L005074,S0239,J046,0.5754,2.68,0.78,7,1.1,0.0
L005075,S0293,J033,0.6711,3.277,0.62,6,1.8,0.113
L005076,S0280,J001,0.5039,3.373,-0.36,7,1.3,0.0653
L005077,S0277,J012,0.4493,3.22,-0.08,7,0.0,0.0
L005078,S0235,J047,0.474,3.234,-0.4,8,1.1,0.0676
L005079,S0020,J010,0.6182,3.697,0.35,3,0.9,0.0931
L005080,S0245,J047,0.3006,2.106,-1.53,7,2.0,0.0726
L005081,S0181,J030,0.4566,3.542,-0.79,3,1.0,0.0632
L005082,S0171,J011,0.3129,2.762,-1.6,8,3.1,0.125
L005083,S0171,J028,0.7161,2.734,0.6,8,3.1,0.0674
L005084,S0224,J029,0.2921,2.154,-1.07,7,1.4,0.047
L005085,S0037,J046,0.5544,2.35,0.45,7,2.7,0.0
L005086,S0213,J034,0.574,2.452,-0.3,3,2.0,0.1041
L005087,S0110,J047,0.4939,4.2,0.6,3,1.4,0.0
L005088,S0020,J041,0.5793,3.69,0.35,3,0.9,0.0795
L005089,S0062,J045,0.4867,3.453,-0.28,4,0.4,0.0653
L005090,S0113,J046,0.8715,3.319,1.35,5,1.5,0.1374
L005091,S0050,J047,0.6141,4.097,0.49,2,0.8,0.0133
L005092,S0200,J026,0.8029,3.382,0.52,7,0.8,0.1244
L005093,S0271,J002,0.3546,2.43,-0.77,2,2.2,0.0
L005094,S0011,J000,0.5395,3.19,-0.01,8,1.5,0.0
L005095,S0141,J042,0.7256,2.786,0.52,3,0.8,0.1319
L005096,S0227,J017,0.7228,4.104,0.73,8,2.7,0.1474
L005097,S0175,J022,0.3487,2.213,-1.01,6,0.7,0.046
L005098,S0049,J006,0.7328,2.698,0.97,7,0.2,0.0557
L005099,S0270,J018,0.633,3.68,0.38,4,1.7,0.0
L005100,S0057,J001,0.3507,2.783,-0.95,2,1.4,0.0662
L005101,S0089,J043,0.0837,1.71,-2.19,3,1.3,0.0
L005102,S0019,J022,0.4911,2.611,-0.62,4,1.6,0.0614
L005103,S0238,J048,0.5293,3.273,-0.05,7,2.1,0.0453
L005104,S0179,J014,0.0367,2.276,-2.64,8,1.4,0.0329
L005105,S0232,J048,0.5644,3.222,-0.13,3,2.1,0.1036
L005106,S0253,J023,0.7259,3.364,0.82,6,2.8,0.0876
L005107,S0254,J001,0.6209,4.291,0.55,4,1.8,0.0814
L005108,S0133,J037,0.4297,2.99,-0.61,6,2.7,0.0
L005109,S0117,J023,0.5154,2.361,-0.16,3,0.0,0.0417
L005110,S0239,J027,0.4638,2.714,-0.72,7,1.1,0.0678
L005111,S0108,J007,0.7258,2.667,0.42,4,1.0,0.095
L005112,S0122,J026,0.5291,2.867,0.04,3,1.9,0.054
L005113,S0205,J036,1.0,4.482,1.74,6,2.0,0.0831
L005114,S0080,J004,0.6731,3.199,0.24,7,0.6,0.1176
L005115,S0192,J005,0.5728,4.35,0.85,5,0.1,0.0
L005116,S0097,J028,0.9072,3.693,1.57,5,1.5,0.0467
L005117,S0217,J003,0.4785,1.57,-0.33,7,0.7,0.0
L005118,S0044,J013,0.5203,3.054,-0.47,7,2.7,0.0482
L005119,S0080,J033,0.7178,3.204,0.54,7,0.6,0.1286
L005120,S0120,J012,0.3993,2.259,-1.07,8,1.5,0.0582
L005121,S0105,J044,0.6298,4.052,0.1,5,0.0,0.1049
L005122,S0294,J033,0.3685,2.205,-0.41,8,0.3,0.0304
L005123,S0189,J013,0.5944,3.137,-0.43,3,0.9,0.1343
L005124,S0033,J029,0.4226,2.216,-1.03,3,1.8,0.092
L005125,S0293,J031,0.5486,3.251,-0.08,6,1.8,0.0617
L005126,S0274,J037,0.3369,2.633,-0.99,7,0.6,0.0458
L005127,S0200,J036,0.8018,3.369,0.62,7,0.8,0.0989
L005128,S0217,J002,0.2059,1.57,-1.63,7,0.7,0.0
L005129,S0198,J020,0.5886,3.16,0.86,4,1.8,0.0
L005130,S0007,J037,0.5405,3.57,-0.03,8,1.7,0.0
L005131,S0278,J027,0.5951,3.067,-0.39,8,2.0,0.1139
L005132,S0157,J049,0.6919,3.22,1.32,2,2.2,0.0
L005133,S0132,J014,0.278,3.551,-1.38,8,1.5,0.0611
L005134,S0186,J001,0.5337,3.553,-0.19,7,2.2,0.0852
L005135,S0022,J001,0.1728,1.58,-2.12,4,1.1,0.0
L005136,S0073,J025,0.8867,4.55,1.58,3,1.9,0.14
L005137,S0069,J006,0.885,3.523,1.79,4,1.6,0.0651
L005138,S0236,J007,0.5254,2.623,0.4,7,2.3,0.0468
L005139,S0294,J007,0.5467,2.233,-0.01,8,0.3,0.0858
L005140,S0005,J038,0.6266,2.791,0.96,8,2.3,0.0624
L005141,S0091,J025,0.5055,2.612,-0.32,8,1.6,0.064
L005142,S0294,J042,0.5184,2.236,-0.01,8,0.3,0.0922
L005143,S0253,J034,0.7377,3.377,0.62,6,2.8,0.1136
L005144,S0027,J020,0.6522,2.511,0.19,6,1.3,0.0429
L005145,S0037,J034,0.4585,2.362,-0.35,7,2.7,0.0244
L005146,S0093,J036,0.669,3.679,0.93,8,1.2,0.0975
L005147,S0188,J026,0.349,1.617,-1.23,5,1.4,0.0948
L005148,S0234,J020,0.6999,2.623,0.24,4,2.9,0.1653
L005149,S0258,J001,0.376,2.345,-1.42,5,0.0,0.1302
L005150,S0226,J020,0.8497,3.37,1.0,3,2.3,0.1394
L005151,S0235,J045,0.3942,3.2,-0.5,8,1.1,0.0
L005152,S0122,J040,0.6322,2.89,0.14,3,1.9,0.0999
L005153,S0196,J006,0.9612,4.087,2.38,6,1.5,0.0131
L005154,S0160,J016,0.6463,3.65,1.25,2,1.5,0.0
L005155,S0262,J007,0.5846,2.73,0.53,7,0.4,0.0
L005156,S0155,J046,0.8342,3.44,1.54,4,1.8,0.0
L005157,S0043,J017,0.4386,2.702,-0.65,4,1.9,0.1032
L005158,S0058,J021,0.3196,2.798,-1.83,3,1.8,0.0556
L005159,S0225,J010,0.6182,3.32,-0.02,7,0.3,0.0803
L005160,S0161,J004,0.3026,1.7,-1.2,7,0.4,0.0
L005161,S0230,J024,0.2766,2.0,-1.6,7,0.9,0.0
L005162,S0180,J002,0.6177,3.68,0.48,3,1.0,0.0
L005163,S0217,J003,0.4806,1.57,-0.33,7,0.7,0.0
L005164,S0123,J034,0.7721,3.949,1.19,3,1.2,0.1186
L005165,S0154,J017,0.4554,3.05,-0.25,6,1.8,0.0
L005166,S0051,J038,0.7565,2.214,0.37,7,1.7,0.0885
L005167,S0184,J019,0.7507,3.553,0.91,4,3.3,0.0868
L005168,S0014,J047,0.427,3.238,-0.4,6,2.1,0.0755
L005169,S0043,J001,0.4075,2.703,-1.05,4,1.9,0.1069
L005170,S0215,J015,0.6443,3.443,0.51,6,2.7,0.0668
L005171,S0196,J016,0.9059,4.105,1.68,6,1.5,0.0499
L005172,S0221,J010,0.7003,3.867,0.52,5,1.6,0.0939
L005173,S0144,J021,0.4226,3.965,-0.7,2,1.2,0.1291
L005174,S0030,J021,0.3778,3.406,-1.24,5,0.4,0.093
L005175,S0066,J020,0.6395,3.176,0.84,6,1.0,0.0729
L005176,S0243,J035,0.4818,2.62,-0.18,5,2.0,0.0
L005177,S0034,J034,0.6838,3.211,0.49,5,1.6,0.0419
L005178,S0054,J023,1.0,5.052,2.5,6,1.0,0.1045
L005179,S0114,J024,0.4233,2.82,-0.8,7,1.4,0.0397
L005180,S0084,J002,0.487,3.012,-0.21,7,2.5,0.0447
L005181,S0237,J045,0.4293,2.54,-1.2,4,1.6,0.0802
L005182,S0136,J030,0.2748,3.009,-1.31,8,0.6,0.0388
L005183,S0000,J028,0.9566,4.05,1.9,2,0.0,0.0992
L005184,S0091,J020,0.7137,2.635,0.28,8,1.6,0.109
L005185,S0158,J048,0.4997,3.13,-0.17,8,0.9,0.0
L005186,S0060,J033,0.517,2.125,-0.49,7,1.6,0.0295
L005187,S0001,J037,0.4443,2.872,-0.8,4,1.2,0.1446
L005188,S0205,J004,0.8976,4.495,1.54,6,2.0,0.1104
L005189,S0233,J042,0.6,2.84,0.64,4,1.5,0.0
L005190,S0258,J011,0.3116,2.318,-2.02,5,0.0,0.0756
L005191,S0248,J006,0.6352,3.02,1.32,7,1.2,0.0
L005192,S0185,J037,0.4448,3.59,-0.01,5,1.7,0.0
L005193,S0087,J033,0.4683,2.93,0.33,3,1.3,0.0
L005194,S0063,J032,0.3349,1.8,-0.9,3,0.3,0.0
L005195,S0256,J017,0.5597,2.719,-0.6,6,2.5,0.0387
L005196,S0107,J048,0.3938,2.682,-0.65,2,1.3,0.0638
L005197,S0152,J023,0.5372,2.142,-0.4,7,0.9,0.0838
L005198,S0208,J042,0.774,3.229,1.0,6,0.6,0.0576
L005199,S0261,J035,0.833,4.487,1.67,2,1.7,0.0335
L005200,S0293,J029,0.6263,3.268,0.02,6,1.8,0.0959
L005201,S0253,J045,0.4902,3.357,-0.38,6,2.8,0.0743
L005202,S0254,J046,0.8876,4.25,2.35,4,1.8,0.0
L005203,S0145,J045,0.1077,1.223,-2.52,7,1.2,0.0859
L005204,S0226,J021,0.4272,3.354,-1.3,3,2.3,0.1087
L005205,S0121,J023,0.5172,2.321,-0.23,3,2.1,0.1021
L005206,S0047,J001,0.539,3.41,-0.32,4,0.6,0.0592
L005207,S0263,J021,0.4518,4.538,-0.08,2,1.5,0.0366
L005208,S0265,J023,0.852,4.437,1.9,6,2.2,0.0731
L005209,S0283,J013,0.3897,2.258,-1.29,6,2.5,0.0954
L005210,S0172,J035,0.4147,2.311,-0.51,5,0.5,0.043
L005211,S0193,J043,0.6754,4.427,0.48,4,0.0,0.093
L005212,S0277,J049,0.7881,3.25,1.32,7,0.0,0.06
L005213,S0296,J004,0.5967,3.103,0.15,7,0.9,0.1061
L005214,S0180,J024,0.6126,3.729,0.08,3,1.0,0.0979
L005215,S0074,J002,0.6599,2.92,-0.34,8,2.3,0.1191
L005216,S0131,J000,0.4421,2.837,-0.38,4,1.6,0.034
L005217,S0106,J007,0.6418,2.618,0.38,4,0.8,0.0754
L005218,S0197,J025,0.588,3.016,0.11,4,2.5,0.0124
L005219,S0100,J006,0.8247,3.363,1.64,5,1.4,0.0469
L005220,S0224,J006,0.5317,2.13,0.43,7,1.4,0.0
L005221,S0063,J037,0.2084,1.842,-1.8,3,0.3,0.0849
L005222,S0173,J027,0.5186,3.056,-0.39,5,0.8,0.0927
L005223,S0267,J024,0.4316,3.139,-0.5,6,1.1,0.077
L005224,S0045,J027,0.5373,3.247,-0.18,4,1.4,0.0545
L005225,S0212,J008,0.4066,2.92,-0.72,5,1.5,0.0794
L005226,S0025,J033,0.7376,4.054,1.42,7,1.9,0.0677
L005227,S0118,J049,0.5912,2.37,0.47,4,0.0,0.0
L005228,S0233,J029,0.5066,2.891,-0.36,4,1.5,0.1014
L005229,S0080,J019,0.6015,3.14,0.54,7,0.6,0.0
L005230,S0247,J001,0.1246,1.529,-2.19,5,2.7,0.0379
L005231,S0084,J043,0.3069,2.99,-0.91,7,2.5,0.0
L005232,S0182,J022,0.4986,3.364,0.15,8,0.9,0.0271
L005233,S0227,J008,0.5581,4.077,0.43,8,2.7,0.0941
L005234,S0099,J044,0.7478,4.91,1.01,5,1.3,0.0
L005235,S0085,J000,0.364,2.316,-0.92,3,2.2,0.0727
L005236,S0157,J002,0.6714,3.268,0.02,2,2.2,0.096
L005237,S0092,J039,0.0424,0.964,-2.65,2,2.4,0.0283
L005238,S0032,J019,0.7559,3.487,0.83,2,1.6,0.1141
L005239,S0200,J024,0.5003,3.355,-0.28,7,0.8,0.0697
L005240,S0273,J012,0.367,2.71,-0.59,4,1.0,0.0
L005241,S0298,J018,0.254,1.471,-1.87,8,1.5,0.0823
L005242,S0175,J032,0.5214,2.248,-0.51,6,0.7,0.1155
L005243,S0257,J004,0.547,2.455,-0.5,4,0.0,0.1093
L005244,S0197,J019,0.6043,3.01,0.41,4,2.5,0.0
L005245,S0264,J038,0.8414,3.058,1.23,4,3.1,0.0565
L005246,S0279,J043,0.4217,3.278,-0.63,8,2.1,0.0161
L005247,S0007,J020,0.8449,3.627,1.27,8,1.7,0.114
L005248,S0299,J021,0.2567,2.99,-1.61,5,0.2,0.0
L005249,S0111,J014,0.1985,2.676,-2.27,8,2.5,0.0927
L005250,S0109,J026,0.613,3.642,0.83,2,2.6,0.0244
