candidate_id,years_experience,skill_match_score,profile_completeness,protected_group,consent_ts
C02700,5.9,0.685,0.8,B,2025-01-30T00:00:00
C02701,2.1,0.578,0.671,A,2025-01-27T00:00:00
C02702,0.0,0.549,0.708,A,2026-01-14T00:00:00
C02703,0.8,0.253,0.902,B,2025-12-27T00:00:00
C02704,3.8,0.868,0.586,B,2025-10-06T00:00:00
C02705,4.2,0.536,0.608,A,2025-02-14T00:00:00
C02706,9.1,0.701,0.84,B,2025-05-21T00:00:00
C02707,5.7,0.736,0.684,A,2026-02-28T00:00:00
C02708,4.2,0.351,0.532,A,2025-03-11T00:00:00
C02709,3.9,0.415,0.953,B,2025-04-11T00:00:00
C02710,7.3,0.909,0.585,B,2025-08-15T00:00:00
C02711,2.2,0.658,0.72,A,2026-01-03T00:00:00
C02712,3.6,0.484,0.657,A,2026-02-19T00:00:00
C02713,0.7,0.575,0.705,A,2025-10-23T00:00:00
C02714,8.3,0.817,0.617,B,2025-09-04T00:00:00
C02715,5.2,0.787,0.857,A,2025-07-12T00:00:00
C02716,1.9,0.307,0.767,A,2025-01-22T00:00:00
C02717,3.7,0.927,0.898,B,2025-05-14T00:00:00
C02718,5.5,0.793,0.659,A,2025-04-18T00:00:00
C02719,3.2,0.57,1.0,B,2025-01-29T00:00:00
C02720,2.4,0.362,0.464,A,2026-01-08T00:00:00
C02721,2.0,0.811,0.512,B,2025-06-26T00:00:00
C02722,5.0,0.695,1.0,A,2025-09-12T00:00:00
C02723,2.9,0.308,0.821,A,2025-04-11T00:00:00
C02724,2.6,0.554,0.801,A,2025-10-23T00:00:00
C02725,0.0,1.0,0.815,B,2025-03-09T00:00:00
C02726,4.2,0.603,0.836,B,2025-12-05T00:00:00
C02727,3.5,0.452,0.795,A,2026-01-05T00:00:00
C02728,3.0,0.398,0.605,A,2025-06-05T00:00:00
C02729,4.6,0.954,0.873,B,2025-04-17T00:00:00
C02730,6.2,0.77,0.849,A,2026-01-26T00:00:00
C02731,6.1,0.881,0.964,A,2025-04-22T00:00:00
C02732,5.7,0.65,1.0,B,2025-03-31T00:00:00
C02733,3.3,0.851,0.8,A,2025-06-20T00:00:00
C02734,2.3,0.43,0.566,A,2026-04-29T00:00:00
C02735,0.9,0.633,1.0,A,2025-08-20T00:00:00
C02736,2.2,0.657,0.597,A,2025-05-12T00:00:00
C02737,4.1,0.876,0.801,A,2025-09-14T00:00:00
C02738,1.6,0.664,0.711,B,2025-06-24T00:00:00
C02739,4.3,0.475,0.685,B,2025-11-29T00:00:00
C02740,1.1,0.613,0.865,A,2025-08-08T00:00:00
C02741,0.0,0.265,0.787,B,2025-10-22T00:00:00
C02742,6.5,0.136,0.827,A,2025-08-07T00:00:00
C02743,2.6,0.766,0.628,B,2025-08-29T00:00:00
C02744,1.5,0.525,0.724,A,2025-08-12T00:00:00
C02745,0.7,0.548,0.635,B,2025-07-16T00:00:00
C02746,5.3,0.766,0.72,A,2026-04-27T00:00:00
C02747,8.1,0.879,0.732,A,2025-05-13T00:00:00
C02748,2.8,0.707,1.0,A,2026-02-07T00:00:00
C02749,3.4,0.986,0.711,A,2025-12-21T00:00:00
C02750,7.2,0.701,0.431,A,2025-09-21T00:00:00
C02751,0.0,0.66,0.959,B,2025-06-08T00:00:00
C02752,9.9,0.648,0.817,B,2025-08-30T00:00:00
C02753,11.3,0.343,0.73,A,2026-03-01T00:00:00
C02754,0.0,0.791,0.684,B,2025-04-01T00:00:00
C02755,3.7,0.111,0.608,B,2025-10-21T00:00:00
C02756,1.8,0.483,1.0,B,2026-01-18T00:00:00
C02757,3.2,0.605,0.758,B,2025-11-13T00:00:00
C02758,2.7,0.442,0.489,B,2025-03-14T00:00:00
C02759,6.4,0.51,0.799,A,2025-09-12T00:00:00
C02760,3.7,0.968,0.931,B,2025-04-02T00:00:00
C02761,1.3,0.821,0.773,B,2026-04-10T00:00:00
C02762,3.5,0.463,0.615,A,2025-06-25T00:00:00
C02763,5.5,0.506,0.601,A,2025-07-30T00:00:00
C02764,0.4,0.345,0.612,A,2026-03-05T00:00:00
C02765,0.0,0.741,0.978,B,2025-08-02T00:00:00
C02766,10.0,0.55,0.739,A,2025-04-07T00:00:00
C02767,2.1,0.207,0.498,B,2026-03-23T00:00:00
C02768,3.6,0.62,0.808,B,2025-11-20T00:00:00
C02769,2.8,0.688,0.771,B,2025-10-30T00:00:00
C02770,5.6,0.793,0.683,A,2025-02-07T00:00:00
C02771,9.3,0.585,0.597,B,2025-08-13T00:00:00
C02772,5.7,0.525,0.59,B,2025-08-18T00:00:00
C02773,0.0,0.997,0.913,A,2025-05-12T00:00:00
C02774,0.0,0.601,0.787,B,2025-10-10T00:00:00
C02775,2.8,0.744,0.822,A,2025-05-03T00:00:00
C02776,3.2,0.492,0.787,B,2025-08-24T00:00:00
C02777,0.0,0.738,0.799,A,2026-02-05T00:00:00
C02778,6.5,0.309,0.68,A,2026-01-03T00:00:00
C02779,0.7,0.508,0.719,A,2025-05-20T00:00:00
C02780,8.5,0.358,0.925,A,2025-04-14T00:00:00
C02781,9.5,0.479,0.962,A,2025-01-03T00:00:00
C02782,3.3,0.85,0.567,B,2025-06-22T00:00:00
C02783,5.3,0.478,0.719,A,2025-01-10T00:00:00
C02784,0.3,0.744,0.876,A,2025-03-06T00:00:00
C02785,5.9,0.903,1.0,B,2026-05-05T00:00:00
C02786,2.5,0.594,1.0,B,2026-03-04T00:00:00
C02787,0.7,0.799,0.631,A,2025-10-07T00:00:00
C02788,3.1,0.706,0.941,B,2026-01-23T00:00:00
C02789,2.6,0.623,0.759,A,2025-09-02T00:00:00
C02790,3.0,0.75,0.907,B,2025-10-28T00:00:00
C02791,6.8,0.968,0.868,A,2026-04-04T00:00:00
C02792,1.6,0.473,0.56,B,2025-02-09T00:00:00
C02793,9.2,0.408,0.832,B,2025-06-25T00:00:00
C02794,0.0,0.396,0.901,B,2025-03-01T00:00:00
C02795,8.8,0.799,0.747,B,2026-02-02T00:00:00
C02796,1.0,0.826,0.713,B,2026-02-16T00:00:00
C02797,4.0,0.493,0.514,A,2025-12-27T00:00:00
C02798,2.5,0.173,0.853,B,2025-11-01T00:00:00
C02799,3.0,0.465,0.781,B,2025-08-27T00:00:00
C02800,6.4,0.71,0.612,B,2025-01-12T00:00:00
C02801,8.5,0.587,0.701,A,2026-01-23T00:00:00
C02802,7.6,0.636,0.773,A,2026-03-23T00:00:00
C02803,2.8,0.495,0.666,B,2026-04-28T00:00:00
C02804,4.6,0.803,0.75,A,2025-06-20T00:00:00
C02805,1.7,0.669,0.488,A,2025-04-11T00:00:00
C02806,1.0,0.717,0.952,A,2025-11-23T00:00:00
C02807,0.6,0.632,0.752,B,2025-01-09T00:00:00
C02808,2.7,0.705,0.585,A,2025-01-31T00:00:00
C02809,4.7,0.692,0.381,A,2026-02-15T00:00:00
C02810,0.0,0.414,0.904,A,2026-04-24T00:00:00
C02811,3.9,0.675,0.834,B,2025-07-21T00:00:00
C02812,8.5,0.758,0.782,B,2025-09-11T00:00:00
C02813,7.4,0.831,0.88,A,2025-09-30T00:00:00
C02814,2.2,0.683,0.879,A,2025-03-11T00:00:00
C02815,0.0,0.407,0.779,B,2025-04-22T00:00:00
C02816,5.4,0.438,0.712,A,2025-05-30T00:00:00
C02817,0.0,0.513,0.687,B,2026-02-25T00:00:00
C02818,7.3,0.638,0.813,A,2025-08-08T00:00:00
C02819,3.4,0.576,0.96,B,2025-12-27T00:00:00
C02820,9.5,0.375,0.735,A,2025-04-08T00:00:00
C02821,0.0,0.374,0.971,B,2026-04-22T00:00:00
C02822,6.8,0.18,0.806,A,2026-03-18T00:00:00
C02823,3.7,0.0,0.807,B,2025-08-26T00:00:00
C02824,3.0,0.574,1.0,B,2025-04-23T00:00:00
C02825,0.0,1.0,0.998,B,2026-05-04T00:00:00
C02826,5.8,0.959,1.0,A,2026-02-09T00:00:00
C02827,6.0,0.404,0.63,A,2025-09-13T00:00:00
C02828,9.4,0.63,1.0,B,2025-05-14T00:00:00
C02829,7.0,0.307,0.738,B,2025-11-07T00:00:00
C02830,2.2,0.338,0.716,A,2025-07-05T00:00:00
C02831,1.0,0.361,0.426,A,2025-12-04T00:00:00
C02832,0.0,0.555,0.799,A,2026-02-21T00:00:00
C02833,8.4,0.564,0.587,B,2025-09-02T00:00:00
C02834,1.7,0.651,0.811,B,2025-01-25T00:00:00
C02835,8.4,0.733,0.576,B,2025-10-09T00:00:00
C02836,5.6,0.533,1.0,B,2026-03-06T00:00:00
C02837,5.0,0.607,0.833,A,2025-04-22T00:00:00
C02838,3.1,0.381,1.0,A,2026-04-25T00:00:00
C02839,6.0,0.331,0.597,A,2025-07-01T00:00:00
C02840,4.0,0.3,0.982,B,2025-12-09T00:00:00
C02841,2.9,0.73,0.48,A,2025-12-17T00:00:00
C02842,6.1,0.532,0.781,A,2025-04-02T00:00:00
C02843,3.6,0.226,0.655,A,2025-01-20T00:00:00
C02844,1.6,0.587,0.683,A,2026-04-20T00:00:00
C02845,5.8,0.35,0.673,B,2025-12-17T00:00:00
C02846,3.8,0.932,0.613,A,2025-11-12T00:00:00
C02847,5.5,0.484,0.561,A,2025-06-01T00:00:00
C02848,2.6,0.736,0.684,B,2025-02-24T00:00:00
C02849,0.4,0.818,0.767,A,2025-05-16T00:00:00
C02850,9.2,0.409,0.925,A,2025-10-01T00:00:00
C02851,8.6,0.615,0.794,A,2025-12-13T00:00:00
C02852,6.7,0.711,0.925,B,2025-06-09T00:00:00
C02853,2.8,0.623,0.528,A,2025-04-18T00:00:00
C02854,3.1,0.672,0.685,B,2025-05-05T00:00:00
C02855,8.1,0.334,0.857,B,2026-04-26T00:00:00
C02856,2.9,0.711,0.801,B,2025-11-12T00:00:00
C02857,2.1,0.503,0.621,A,2026-05-11T00:00:00
C02858,9.6,0.67,0.89,B,2025-01-04T00:00:00
C02859,3.9,0.784,0.67,A,2025-08-18T00:00:00
C02860,9.3,0.734,0.633,A,2025-08-17T00:00:00
C02861,0.0,0.67,0.823,A,2025-07-20T00:00:00
C02862,5.6,0.728,0.751,A,2025-07-15T00:00:00
C02863,10.2,0.738,0.672,A,2025-02-09T00:00:00
C02864,4.1,0.899,0.666,A,2025-01-17T00:00:00
C02865,3.2,0.593,0.59,A,2026-01-25T00:00:00
C02866,0.5,0.633,0.691,A,2025-08-09T00:00:00
C02867,7.2,0.786,0.915,B,2025-03-23T00:00:00
C02868,1.7,0.502,0.787,B,2025-06-23T00:00:00
C02869,3.7,0.333,0.894,A,2026-04-12T00:00:00
C02870,0.3,0.699,0.827,B,2025-08-22T00:00:00
C02871,8.7,0.559,0.658,A,2026-05-11T00:00:00
C02872,7.5,0.358,0.503,A,2025-03-22T00:00:00
C02873,3.9,0.7,0.611,A,2025-03-03T00:00:00
C02874,0.5,0.886,0.649,A,2025-10-09T00:00:00
C02875,8.6,0.274,0.638,A,2025-12-08T00:00:00
C02876,2.9,0.804,0.897,A,2026-05-06T00:00:00
C02877,0.7,0.093,0.896,A,2025-08-21T00:00:00
C02878,0.0,0.52,1.0,A,2025-04-11T00:00:00
C02879,2.1,0.968,0.635,A,2025-09-28T00:00:00
C02880,0.0,0.534,0.99,A,2025-06-03T00:00:00
C02881,2.1,0.618,0.989,A,2025-03-31T00:00:00
C02882,6.2,0.753,0.715,A,2025-02-14T00:00:00
C02883,2.9,0.257,0.821,A,2025-12-28T00:00:00
C02884,5.1,0.614,0.936,A,2025-11-18T00:00:00
C02885,1.8,0.613,0.741,A,2025-03-25T00:00:00
C02886,4.2,0.972,0.73,A,2025-10-07T00:00:00
C02887,9.8,0.353,0.656,B,2026-03-19T00:00:00
C02888,3.0,0.524,0.396,A,2026-02-14T00:00:00
C02889,5.2,0.414,0.761,A,2025-08-15T00:00:00
C02890,0.0,0.393,0.644,A,2025-01-29T00:00:00
C02891,8.6,0.825,0.589,B,2025-11-14T00:00:00
C02892,2.6,0.605,0.813,B,2025-09-16T00:00:00
C02893,7.2,0.489,0.532,B,2026-04-06T00:00:00
C02894,3.6,0.496,0.871,B,2025-10-04T00:00:00
C02895,5.8,0.487,0.823,A,2026-01-04T00:00:00
C02896,6.0,0.505,0.69,B,2025-09-22T00:00:00
C02897,2.6,0.347,0.741,A,2025-09-28T00:00:00
C02898,7.3,0.548,0.571,B,2025-06-08T00:00:00
C02899,1.7,0.528,0.863,A,2025-07-21T00:00:00
C02900,6.3,0.448,0.778,A,2025-05-28T00:00:00
C02901,2.8,0.631,0.789,B,2025-08-20T00:00:00
C02902,5.0,0.648,0.825,A,2026-04-21T00:00:00
C02903,2.6,0.489,0.654,B,2025-06-20T00:00:00
C02904,4.1,0.571,0.522,A,2025-08-20T00:00:00
C02905,0.8,1.0,0.894,B,2026-04-19T00:00:00
C02906,4.7,1.0,0.853,B,2025-03-17T00:00:00
C02907,4.1,0.389,0.67,A,2025-05-07T00:00:00
C02908,2.4,0.417,0.811,B,2025-09-04T00:00:00
C02909,3.8,0.388,0.939,B,2025-07-24T00:00:00
C02910,4.4,0.811,0.921,B,2025-06-20T00:00:00
C02911,2.2,0.52,0.665,A,2026-01-25T00:00:00
C02912,3.6,0.648,0.527,A,2025-09-07T00:00:00
C02913,1.0,0.999,0.552,B,2025-07-02T00:00:00
C02914,11.0,0.598,0.703,A,2025-08-28T00:00:00
C02915,7.2,0.741,0.969,A,2026-03-20T00:00:00
C02916,4.8,0.704,0.641,A,2026-05-07T00:00:00
C02917,7.5,0.482,0.661,B,2025-05-02T00:00:00
C02918,0.0,0.812,0.657,A,2025-01-21T00:00:00
C02919,0.0,0.43,0.67,B,2025-01-16T00:00:00
C02920,2.8,0.868,0.748,B,2025-08-11T00:00:00
C02921,0.0,0.483,0.558,A,2025-11-11T00:00:00
C02922,3.3,0.504,0.913,A,2025-01-26T00:00:00
C02923,4.6,0.382,0.728,B,2025-09-12T00:00:00
C02924,6.8,0.415,1.0,A,2025-07-19T00:00:00
C02925,0.6,0.515,0.574,B,2026-04-12T00:00:00
C02926,5.2,0.114,0.988,B,2025-10-29T00:00:00
C02927,4.0,0.553,0.959,B,2025-07-31T00:00:00
C02928,5.0,0.498,0.688,A,2025-10-21T00:00:00
C02929,2.4,0.758,0.691,B,2025-03-09T00:00:00
C02930,8.1,0.685,0.612,B,2025-08-26T00:00:00
C02931,3.7,0.458,0.614,A,2025-06-14T00:00:00
C02932,9.3,0.508,0.75,B,2025-04-01T00:00:00
C02933,1.6,0.553,0.753,B,2025-07-16T00:00:00
C02934,6.2,0.897,0.51,B,2025-11-16T00:00:00
C02935,3.8,0.436,1.0,A,2025-10-19T00:00:00
C02936,3.0,0.456,0.711,A,2026-04-27T00:00:00
C02937,5.9,0.374,0.76,A,2025-05-18T00:00:00
C02938,3.1,0.304,0.656,A,2025-12-16T00:00:00
C02939,0.0,0.661,0.71,A,2025-10-03T00:00:00
C02940,0.0,0.641,0.696,B,2026-03-13T00:00:00
C02941,7.8,0.857,0.75,A,2026-03-31T00:00:00
C02942,7.7,0.808,0.748,B,2025-12-20T00:00:00
C02943,9.7,1.0,0.871,A,2025-07-31T00:00:00
C02944,3.9,0.585,0.784,A,2025-09-24T00:00:00
C02945,0.1,0.548,0.856,A,2025-11-22T00:00:00
C02946,2.7,0.34,0.749,A,2026-02-07T00:00:00
C02947,4.0,0.739,0.785,B,2025-04-25T00:00:00
C02948,1.0,0.624,0.714,B,2026-03-13T00:00:00
C02949,8.9,0.73,0.9,B,2026-02-05T00:00:00
C02950,10.7,0.372,0.798,A,2025-02-14T00:00:00
C02951,5.4,0.67,0.726,B,2025-05-15T00:00:00
C02952,4.0,0.641,0.722,A,2025-04-28T00:00:00
C02953,0.1,0.628,0.734,B,2025-10-17T00:00:00
C02954,8.6,0.463,0.755,A,2025-04-15T00:00:00
C02955,4.2,0.838,0.742,A,2025-05-31T00:00:00
C02956,3.1,1.0,0.666,A,2025-04-05T00:00:00
C02957,5.4,0.378,0.865,A,2025-02-03T00:00:00
C02958,2.2,0.744,0.874,A,2025-08-18T00:00:00
C02959,4.4,0.024,1.0,B,2025-06-09T00:00:00
C02960,0.0,0.734,0.659,B,2025-09-10T00:00:00
C02961,7.3,0.226,0.85,B,2025-04-17T00:00:00
C02962,3.7,0.495,0.464,A,2025-05-24T00:00:00
C02963,7.5,0.337,0.874,B,2026-03-23T00:00:00
C02964,3.4,0.557,0.532,A,2026-02-07T00:00:00
C02965,3.6,0.768,0.602,A,2025-05-14T00:00:00
C02966,0.4,0.229,0.8,A,2025-03-22T00:00:00
C02967,6.3,0.528,0.657,A,2026-05-03T00:00:00
C02968,1.4,0.497,0.636,B,2025-12-07T00:00:00
C02969,2.5,0.916,0.677,A,2025-09-04T00:00:00
C02970,4.0,0.686,0.859,A,2025-12-16T00:00:00
C02971,4.4,0.365,0.61,B,2025-04-21T00:00:00
C02972,0.0,0.506,0.742,A,2025-08-03T00:00:00
C02973,3.3,0.911,0.693,B,2025-07-15T00:00:00
C02974,6.4,0.743,0.873,A,2025-12-27T00:00:00
C02975,2.9,0.416,0.877,B,2025-04-02T00:00:00
C02976,3.3,0.547,0.475,B,2025-09-02T00:00:00
C02977,4.5,0.553,0.907,B,2026-02-21T00:00:00
C02978,3.6,0.492,0.658,B,2025-04-09T00:00:00
C02979,0.9,0.258,0.785,B,2025-03-01T00:00:00
C02980,3.9,0.464,0.609,B,2026-02-15T00:00:00
C02981,7.0,0.878,0.806,A,2026-03-13T00:00:00
C02982,0.8,0.524,1.0,A,2025-08-04T00:00:00
C02983,2.9,0.579,0.769,B,2025-01-23T00:00:00
C02984,0.0,0.628,0.681,A,2025-09-28T00:00:00
C02985,6.8,1.0,0.715,A,2025-05-30T00:00:00
C02986,3.7,0.602,0.53,A,2025-10-21T00:00:00
C02987,1.4,0.819,0.967,A,2025-03-11T00:00:00
C02988,4.3,0.48,0.797,A,2026-02-07T00:00:00
C02989,0.4,0.548,0.593,B,2025-12-09T00:00:00
C02990,0.9,0.603,0.598,B,2025-11-19T00:00:00
C02991,0.0,0.445,0.752,B,2025-09-14T00:00:00
C02992,0.8,0.559,0.89,A,2025-04-21T00:00:00
C02993,8.1,0.778,0.577,A,2026-04-15T00:00:00
C02994,1.8,0.44,0.917,B,2025-05-13T00:00:00
C02995,5.4,0.6,0.736,A,2025-07-03T00:00:00
C02996,1.5,0.742,0.61,B,2026-04-09T00:00:00
C02997,6.3,0.435,0.68,A,2025-01-21T00:00:00
C02998,0.9,0.819,1.0,B,2025-03-04T00:00:00
C02999,4.1,0.615,0.542,A,2026-01-16T00:00:00
C03000,4.2,0.567,0.64,B,2025-07-03T00:00:00
C03001,11.0,0.198,0.893,B,2025-10-17T00:00:00
C03002,5.9,0.525,0.782,A,2025-10-18T00:00:00
C03003,2.2,0.674,0.631,B,2026-02-18T00:00:00
C03004,6.1,0.949,0.895,A,2025-11-07T00:00:00
C03005,10.4,0.714,0.902,B,2025-08-02T00:00:00
C03006,0.0,0.825,0.8,B,2025-10-02T00:00:00
C03007,1.5,0.358,0.658,A,2026-01-05T00:00:00
C03008,3.3,0.575,0.681,A,2025-07-09T00:00:00
C03009,2.7,0.844,0.793,B,2025-03-27T00:00:00
C03010,3.0,0.422,0.553,A,2025-09-01T00:00:00
C03011,0.1,0.793,0.949,B,2026-05-15T00:00:00
C03012,8.2,0.747,1.0,B,2025-02-26T00:00:00
C03013,0.0,0.655,0.715,B,2025-03-28T00:00:00
C03014,3.4,0.534,0.803,A,2026-05-13T00:00:00
C03015,7.1,0.403,0.928,B,2026-02-19T00:00:00
C03016,3.9,0.955,1.0,B,2025-02-28T00:00:00
C03017,1.1,0.726,0.984,A,2025-04-17T00:00:00
C03018,0.0,0.668,0.49,A,2025-12-12T00:00:00
C03019,3.3,0.517,0.703,A,2026-01-27T00:00:00
C03020,1.7,0.608,0.825,A,2026-01-02T00:00:00
C03021,4.6,0.633,0.676,B,2026-03-07T00:00:00
C03022,0.0,0.68,1.0,A,2025-09-11T00:00:00
C03023,6.4,0.747,0.994,B,2026-03-15T00:00:00
C03024,4.3,0.444,0.628,A,2025-10-26T00:00:00
C03025,4.6,0.307,0.726,A,2025-08-26T00:00:00
C03026,8.3,0.617,0.638,A,2025-11-15T00:00:00
C03027,2.7,0.251,0.721,B,2025-08-03T00:00:00
C03028,1.8,0.535,0.716,B,2025-10-31T00:00:00
C03029,2.4,0.498,0.893,A,2026-02-21T00:00:00
C03030,3.4,0.698,0.617,B,2026-04-25T00:00:00
C03031,3.7,0.997,0.357,A,2025-10-17T00:00:00
C03032,1.5,0.211,0.509,A,2025-01-03T00:00:00
C03033,0.0,1.0,0.596,A,2025-11-07T00:00:00
C03034,2.3,0.553,0.652,B,2025-05-06T00:00:00
C03035,5.1,0.67,0.778,B,2025-04-29T00:00:00
C03036,4.4,0.317,0.588,B,2026-03-17T00:00:00
C03037,7.6,0.799,0.568,A,2025-08-12T00:00:00
C03038,9.9,0.608,0.611,A,2026-01-31T00:00:00
C03039,6.3,0.588,0.583,B,2025-07-04T00:00:00
C03040,8.1,0.213,0.667,A,2025-10-31T00:00:00
C03041,6.3,0.615,0.66,B,2025-11-29T00:00:00
C03042,9.1,0.769,0.853,B,2026-03-23T00:00:00
C03043,9.6,0.553,0.602,A,2025-04-09T00:00:00
C03044,6.9,0.835,0.696,B,2025-10-08T00:00:00
C03045,6.1,0.827,0.668,B,2025-07-22T00:00:00
C03046,3.4,0.472,0.871,A,2025-08-20T00:00:00
C03047,3.9,0.919,0.727,B,2026-03-01T00:00:00
C03048,3.0,0.609,0.908,B,2025-03-09T00:00:00
C03049,5.9,0.61,0.577,A,2025-10-01T00:00:00
C03050,1.8,0.62,0.743,B,2025-07-13T00:00:00
C03051,3.4,0.614,0.664,A,2026-03-25T00:00:00
C03052,0.0,0.074,0.566,B,2025-04-19T00:00:00
C03053,9.2,0.563,0.74,B,2025-04-27T00:00:00
C03054,3.3,0.327,1.0,B,2025-02-15T00:00:00
C03055,5.4,0.925,0.622,A,2025-08-08T00:00:00
C03056,8.4,0.917,0.731,B,2025-01-06T00:00:00
C03057,4.9,0.77,0.553,A,2025-09-08T00:00:00
C03058,8.3,0.552,0.531,A,2025-04-22T00:00:00
C03059,0.3,0.398,0.632,A,2025-07-20T00:00:00
C03060,11.2,0.468,0.683,B,2025-10-30T00:00:00
C03061,7.3,0.989,0.689,A,2025-12-09T00:00:00
C03062,4.6,0.462,0.716,A,2025-01-31T00:00:00
C03063,8.3,0.129,0.503,B,2025-03-16T00:00:00
C03064,0.5,0.806,0.656,A,2025-06-08T00:00:00
C03065,3.1,0.9,0.825,A,2025-09-17T00:00:00
C03066,8.3,0.932,0.546,A,2026-03-18T00:00:00
C03067,0.0,0.808,0.697,A,2025-03-11T00:00:00
C03068,5.7,0.84,0.794,B,2025-02-03T00:00:00
C03069,5.6,0.611,0.633,A,2025-11-11T00:00:00
C03070,9.9,0.185,0.801,A,2026-05-05T00:00:00
C03071,0.0,0.606,0.522,B,2026-02-20T00:00:00
C03072,8.8,0.724,0.883,B,2025-10-10T00:00:00
C03073,2.3,0.573,0.805,B,2025-01-10T00:00:00
C03074,2.7,0.564,0.758,B,2025-10-16T00:00:00
C03075,0.3,0.407,0.919,B,2025-08-17T00:00:00
C03076,0.7,0.4,0.701,A,2025-08-12T00:00:00
C03077,5.2,0.968,0.657,B,2025-09-04T00:00:00
C03078,0.7,0.975,0.956,B,2025-10-08T00:00:00
C03079,6.2,0.599,1.0,A,2025-12-27T00:00:00
C03080,2.0,0.656,0.646,A,2025-04-07T00:00:00
C03081,0.4,0.404,0.733,A,2025-02-07T00:00:00
C03082,2.4,0.729,0.907,B,2025-01-26T00:00:00
C03083,5.0,0.952,0.738,B,2025-07-23T00:00:00
C03084,3.2,0.294,0.839,B,2025-09-11T00:00:00
C03085,4.1,0.693,0.867,A,2026-01-28T00:00:00
C03086,6.1,0.708,0.666,A,2025-08-05T00:00:00
C03087,7.2,0.706,0.813,A,2025-09-24T00:00:00
C03088,3.1,0.929,0.749,A,2026-05-04T00:00:00
C03089,0.9,1.0,0.567,B,2026-01-10T00:00:00
C03090,4.2,0.553,0.602,B,2025-12-12T00:00:00
C03091,5.4,0.735,0.652,B,2025-07-02T00:00:00
C03092,0.0,0.617,0.889,B,2025-03-18T00:00:00
C03093,1.3,0.474,0.894,B,2026-04-06T00:00:00
C03094,1.8,0.654,0.862,A,2025-10-04T00:00:00
C03095,3.4,0.734,0.816,A,2025-02-08T00:00:00
C03096,1.7,0.643,0.812,A,2025-08-30T00:00:00
C03097,6.1,0.424,0.792,A,2025-02-15T00:00:00
C03098,0.0,0.507,0.811,A,2026-05-06T00:00:00
C03099,0.0,0.509,0.821,A,2025-09-22T00:00:00
C03100,3.0,0.432,0.539,B,2026-01-28T00:00:00
C03101,3.5,0.663,0.631,A,2025-08-24T00:00:00
C03102,0.0,0.684,0.596,B,2025-01-10T00:00:00
C03103,2.2,0.796,0.916,B,2025-11-16T00:00:00
C03104,2.8,0.428,0.998,B,2025-11-23T00:00:00
C03105,2.8,0.485,0.425,B,2025-04-25T00:00:00
C03106,4.5,0.911,0.985,A,2025-12-25T00:00:00
C03107,2.0,0.567,0.763,B,2025-04-24T00:00:00
C03108,8.4,0.606,0.902,A,2025-12-12T00:00:00
C03109,5.5,0.565,0.826,B,2026-01-10T00:00:00
C03110,1.6,0.827,0.966,A,2025-03-10T00:00:00
C03111,4.3,0.834,0.781,A,2025-05-26T00:00:00
C03112,4.4,0.823,0.545,B,2025-03-23T00:00:00
C03113,7.6,0.605,0.734,B,2025-12-30T00:00:00
C03114,2.2,0.426,0.827,A,2025-04-28T00:00:00
C03115,6.3,0.985,0.718,B,2025-11-17T00:00:00
C03116,4.1,0.771,0.849,A,2025-07-28T00:00:00
C03117,8.5,0.509,0.74,B,2025-02-11T00:00:00
C03118,7.9,0.885,0.661,A,2026-03-18T00:00:00
C03119,4.6,0.493,0.587,A,2025-12-22T00:00:00
C03120,3.2,0.882,0.691,A,2025-05-11T00:00:00
C03121,5.5,0.896,0.781,A,2026-03-16T00:00:00
C03122,3.5,0.416,0.456,A,2025-12-21T00:00:00
C03123,9.0,0.716,0.633,A,2026-02-13T00:00:00
C03124,4.2,0.756,0.45,A,2025-03-31T00:00:00
C03125,2.8,1.0,0.657,A,2025-01-05T00:00:00
C03126,2.6,0.452,0.93,A,2025-01-31T00:00:00
C03127,0.4,0.887,0.572,A,2025-09-27T00:00:00
C03128,5.7,0.603,0.855,B,2026-01-29T00:00:00
C03129,1.5,0.352,1.0,B,2026-04-02T00:00:00
C03130,7.3,0.576,0.968,A,2026-04-26T00:00:00
C03131,0.1,0.6,0.77,B,2025-10-27T00:00:00
C03132,4.4,0.388,0.879,A,2025-11-12T00:00:00
C03133,7.5,0.662,0.545,A,2025-05-26T00:00:00
C03134,0.0,0.792,0.514,B,2025-01-01T00:00:00
C03135,10.1,0.648,0.754,B,2025-04-08T00:00:00
C03136,2.7,0.492,0.81,B,2025-01-28T00:00:00
C03137,4.4,0.57,0.914,A,2025-12-09T00:00:00
C03138,5.7,0.599,0.665,B,2025-09-09T00:00:00
C03139,6.2,0.643,0.779,A,2026-01-21T00:00:00
C03140,4.8,0.822,0.774,A,2025-03-16T00:00:00
C03141,7.0,0.654,0.73,A,2026-04-02T00:00:00
C03142,5.6,0.319,0.739,B,2025-12-26T00:00:00
C03143,9.3,0.488,0.622,A,2026-03-29T00:00:00
C03144,5.6,0.633,0.792,B,2025-11-21T00:00:00
C03145,9.9,0.825,0.779,B,2025-06-19T00:00:00
C03146,6.7,0.86,0.684,B,2025-11-10T00:00:00
C03147,0.0,0.955,0.85,B,2025-10-29T00:00:00
C03148,11.8,0.626,0.904,B,2025-04-01T00:00:00
C03149,2.3,0.753,0.852,A,2025-02-20T00:00:00
